date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:26:54	0/-1	---M--	301	error ('')			http://www.fiancailles.org/index.php/livres/la-sexualite-et-le-corps	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.fiancailles.org/index.php/livres/la-sexualite-et-le-corps.554.delayed	(from http://www.fiancailles.org/temoignages/quelques-lectures-pour-vos-fiancailles.html)
16:26:54	0/-1	---M--	301	error ('')			http://www.fiancailles.org/index.php/livres/la-preparation-de-votre-mariage	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.fiancailles.org/index.php/livres/la-preparation-de-votre-mariage.555.delayed	(from http://www.fiancailles.org/temoignages/quelques-lectures-pour-vos-fiancailles.html)
16:26:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:26:55%20GMT	http://www.celibat.org/w3f	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/w3f.556.delayed	(from http://www.fiancailles.org/temoignages/avoir-des-relations-sexuelles-avant-le-mariage-entretien.html)
16:27:07	43777/43777	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:27:06%20GMT	http://www.celibat.org/temoignages/avoir-des-relations-sexuelles-avant-le-mariage-entretien.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/temoignages/avoir-des-relations-sexuelles-avant-le-mariage-entretien.557.delayed	(from http://www.fiancailles.org/temoignages/avoir-des-relations-sexuelles-avant-le-mariage-entretien.html)
16:27:19	51235/51235	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Feb%202021%2015:27:16%20GMT	http://www.fiancailles.org/sexualite-et-chastete/est-ce-grave-si-je-couche-avec-quelquun-rencontre-sur-internet.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.fiancailles.org/sexualite-et-chastete/est-ce-grave-si-je-couche-avec-quelquun-rencontre-sur-internet.html	(from http://www.fiancailles.org/temoignages/avoir-des-relations-sexuelles-avant-le-mariage-entretien.html)
16:27:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:27:27%20GMT	http://www.celibat.org/ukc	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/ukc.559.delayed	(from http://www.fiancailles.org/temoignages/peut-on-encore-saimer-quand-on-a-90-ans.html)
16:27:38	43850/43850	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:27:37%20GMT	http://www.celibat.org/temoignages/peut-on-encore-saimer-quand-on-a-90-ans.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/temoignages/peut-on-encore-saimer-quand-on-a-90-ans.55a.delayed	(from http://www.fiancailles.org/temoignages/peut-on-encore-saimer-quand-on-a-90-ans.html)
16:27:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:27:47%20GMT	http://www.celibat.org/wqx	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/wqx.55b.delayed	(from http://www.fiancailles.org/temoignages/cest-lui.html)
16:27:59	43811/43811	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:27:58%20GMT	http://www.celibat.org/temoignages/cest-lui.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/temoignages/cest-lui.55c.delayed	(from http://www.fiancailles.org/temoignages/cest-lui.html)
16:28:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:28:09%20GMT	http://www.celibat.org/wqu	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/wqu.55d.delayed	(from http://www.fiancailles.org/temoignages/vivre-le-grand-amour.html)
16:28:20	43787/43787	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:28:19%20GMT	http://www.celibat.org/temoignages/vivre-le-grand-amour.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/temoignages/vivre-le-grand-amour.55e.delayed	(from http://www.fiancailles.org/temoignages/vivre-le-grand-amour.html)
16:28:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Feb%202021%2015:28:29%20GMT	http://www.celibat.org/wqw	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/wqw.55f.delayed	(from http://www.fiancailles.org/temoignages/la-priere-de-couple-se-met-en-place-des-les-fiancailles.html)
16:28:41	43793/43793	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2015%20Feb%202021%2015:28:40%20GMT	http://www.celibat.org/temoignages/la-priere-de-couple-se-met-en-place-des-les-fiancailles.html	D:/A740550/Documents/OneDrive%20-%20Atos/perso/fiancailles.org/fiancailles.org/www.celibat.org/temoignages/la-priere-de-couple-se-met-en-place-des-les-fiancailles.560.delayed	(from http://www.fiancailles.org/temoignages/la-priere-de-couple-se-met-en-place-des-les-fiancailles.html)
